"ID","Name","Description","Type","Parent Customer ID","Bill to Parent","Status","Website","Billing Batch","Payment Terms","Currency","Billing Cycle Day","Auto-Pay","Allow Customer to Disable Auto-Pay","Tax Exempt","Account Balance","Price Book ID","Gateway Name","Gateway Account Name","Payment Gateway ID","Billing Contact ID","Shipping Contact ID","ACH Credit Account Number","ACH Credit Routing Number","ACH Credit Bank Name","ACH Credit Swift Code","ACH Payment Enabled","Canadian Pre-Authorized Payment Enabled","ACH Credit Payment Enabled","Credit Card Payment Enabled","Affirm Payment Enabled","Payment Processing Fee Enabled","Portal Status","Last Invoice Date","Contracted MRR","Discounted CMRR","Contracted ARR","Discounted CARR","Print Enabled","Email Enabled","Integration Status","Integration Failed At","Integration Failed At Avalara","Integration Failed At Quickbooks","Created By","Updated By","Created Date","Updated Date","Implementation Budgeted Hours","Project Lead","Project Type","Target Project End Date","Implementation Hours Consumed to Date","Premium Support","Premium Support Hours","CSM","Use Case Notes","Data Cleanup Date","Implementation - Summary","Target Go Live Date","Actual Go Live Date","GL","Last Connect Date","Client Sentiment","Product Issues","Implementation - Lead","Implementation - Kickoff Date","Implementation - Running Notes","Customer Sentiment","Planned Integrations","Target Implementation End Date","Other Risk","PO Number","Date of non-renewal","Sales Rep","quickbooks_id","Renewal Notes","Customer Success - Notes","Implementation - T&M Start Date","Challenges and Opportunities","Stickiness Factor","salesforce_id","Database Location","avalara_entity_use_code","avalara_customer_code","business_identification_num","netsuite_id","Tier","Term Notes","Amount Remaining in Tier","Invoice Usage","Implementation - Project Health","Database ID","Tier Maximum Invoicing Value","Graduation Line Nearing?","Client Status"
"C-00018","CultureIQ","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00018","CT-00018","","","","","Yes","No","No","No","No","No","","2019-03-03","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-02-28 15:25:35 UTC","2025-07-30 16:13:45 UTC","0","","","","0","No","0","","","","","","","NetSuite","","","","","","","","","","","","","Renewal","32","","","","","","","","","C-00018","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00019","Bonterra, FKA Salsa Labs","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_FHd3gSqKMg7zva","CT-00019","CT-00019","","","","","Yes","No","No","No","No","No","","2024-02-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-03-03 14:45:50 UTC","2025-07-30 16:13:46 UTC","0","","","","0","No","0","","","","","","2019-12-23","QBO","","","","","2019-07-01","","","","","","","2022-12-31 Customer Acquired","Renewal","33","Has an active subscription. Customer has paid for read only data access until Sep 12 2023","","","","","","US","","C-00019","","","Tier 3","","14038493.85","5961506.15","Green","62","20000000.00","","Churned"
"C-00021","Botkeeper","","business","","","Active","https://www.botkeeper.com/about/","Default","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00021","CT-00021","","","","","Yes","No","No","No","No","No","","2022-01-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-05-29 19:31:18 UTC","2025-07-30 16:13:46 UTC","0","","","","0","No","0","","","","","","2019-12-03","QBO","","","","","2019-09-01","","","","","","","Champion Left The Company -- Reorg","Renewal","37","","","","","","001f400000UEAXJAA5","US","","C-00021","","","Tier 1","","1377574.72","3622425.28","Green","61","5000000.00","","Churned"
"C-00020","CareAcademy","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","cus_FXX1aa711VSH4d","CT-00418","CT-00418","","","","","Yes","No","No","No","No","No","","2025-06-25","3525.00","3525.00","42300.00","42300.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-06-20 20:40:34 UTC","2025-07-30 16:13:46 UTC","0","Max, Alex","Hypercare Project","2025-01-31","0","No","0","","","","","","","QBO","2024-01-23","2 Yellow","","Tracy Henriques","2019-07-08","","Satisfied","","","Key POC is moving out of the Org","","","Renewal","39","","3/9/2022: Met with the client and gave them access to the customer portal, they were not made aware that it was released, they'll be self implementing the feature. They're also going through a import process to update contracts. Customer self-implementing SFDC Connector with lightweight Ordway PS.","","Ordway to help them close books/run JEs to start using revenue from JEs (not revenue report)

No SFDC open items as of now","","","US","","C-00020","","","Tier 1","","1007642.40","3992357.60","Green","63","5000000.00","","Live - Support"
"C-00022","Apptentive","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","cus_FMD6KlCELjANae","CT-00023","CT-00023","","","","","Yes","No","No","No","No","No","","2023-01-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-06-29 17:00:41 UTC","2025-07-30 16:13:47 UTC","0","","None","","0","No","0","","","","","","","QBO","","","","Tracy Henriques","2019-07-01","","Satisfied but with Handholding","","","","","12/31/23 - Acquisition - Following up with client","Renewal","40","","1/4/23 - apptentive got acquired by Alchemer. hopefully in the next QBR we discuss what this means for us and hopefully get them to convert the parent company into using Ordway as well Oct 18, 2022: 1. Not using Salesforce for renewal contracts - Putting in touch with SF resource to assist further 2. Looking for improvement made to Sales Tax reporting 3. Looking for credits to be sent to Avalara 11/8/21 - SFDC v3 upgrade discussion with Rob Janke/David Bowers - customer would like to punt the effort to Q1 '22/minimal rollout due to new Dir of Sales not ready to adopt new process. Rob proposed 10 hours for minimal upgrade (bulk sync, seutp package, ID reconfiguration for subscription versioning) 4/22 - Need staffing for MaxM's deferred revenue waterfall report. Sent note to Max/Brannon 3/26 - MaxM planning to support March close (1st week of April), and move them to Auto JEs - must be enabled after final JE Run on Mar 31. Max to include Rob in communications/calls related to recap of monthly close, Rob to give updates on roadmap. 3/5 - MaxM scheduled 2x/month meetings with David, at guidance from Sameer. Has blend of User Error or product issues. Use case is solid. 2/1 - Sameer to sync with Jared regarding deferred waterfall report 12/18 - Transition to Support call 8/19 - No issues, next week will pickup due to end of month activities. 8/17 - Discussed and decided no need for CR to cover 20 hrs/month. Wait for renewal. Consider rolling this into the Subscription 6/29 - Evaluate whether to push on customer hiring someone to backfill MaxM, sell training services. New SFDC admin (Rob Jenky?)","","","","","US","","C-00022","","","Tier 3","","12805316.23","7194683.77","Yellow","64","20000000.00","","Churned"
"C-00023","CircleCI","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00024","CT-00024","","","","","Yes","No","No","No","No","No","","2019-09-15","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-07-09 19:30:17 UTC","2025-07-30 16:13:47 UTC","0","","","","0","No","0","","","","","","","NetSuite","","","","","","","","","","","","","Renewal","46","","","","","","001f400000xVMgsAAG","","","C-00023","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00024","LoftSmart","","business","","","Active","https://www.loftsmart.com","Default","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00027","CT-00027","","","","","Yes","No","No","No","No","No","","2019-08-07","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-08-07 14:43:24 UTC","2025-07-30 16:13:47 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","","","","","","","","Client went out of business","Renewal","41","","","","","","001f400000xViQrAAK","","","C-00024","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00025","Outer Space","","business","","","Active","","Default","Due on Receipt","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_Fux5qqm5T0XJad","CT-00030","CT-00030","","","","","Yes","No","No","No","No","No","","2022-03-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-08-14 15:55:11 UTC","2025-07-30 16:13:48 UTC","0","","","","0","No","0","","","","","","2019-10-01","QBO","","","","","2019-09-01","","","","","","","Customer Not A Good Fit","Renewal","49","","","","","","001f4000016BeZJAA0","US","","C-00025","","","Tier 2","","-10667992.82","20667992.82","Green","73","10000000.00","","Churned"
"C-00026","Polaris Adventures","","business","","","Active","","Default","Net 90","USD","15th Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00031","CT-00031","","","","","Yes","No","No","No","No","No","","2023-09-15","5500.00","5500.00","66000.00","66000.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-08-26 21:51:47 UTC","2025-07-30 16:13:48 UTC","0","Sneha, Product","Upcoming Project","","0","No","0","","","","","","","Other","2023-10-25","1 Green","","Tracy Henriques","2019-09-18","","Satisfied","","","Key POC is moving to a diff dept","","","Renewal","48","They started using the customer portal - lets offer to give customer portal for free in exchange for contract extension","3/2/2022: things are going well, biggest concern is the ability to add in ""finance fees"" as they charge customers that pay by check, are late, etc","","UPCOMING PROJECT - they want to build APIs to generate customers/subs from their CRM.

Finance is disabled so no revenue schedules","","001f400000yQ2eXAAS","US","","C-00026","","","Tier 2","","8983726.87","11016273.13","Green","107","20000000.00","","Live - Support"
"C-00027","Compstak","-","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00032","CT-00032","","","","","Yes","No","No","No","No","No","","2024-01-31","2500.00","2500.00","30000.00","30000.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-08-30 00:47:21 UTC","2025-07-30 16:13:49 UTC","0","SG","Upcoming Project","","0","No","0","","","","","","","NetSuite","2024-01-18","1 Green","","Max Rosenberg","2019-09-01","","Satisfied","","","Jeff has left and Michael has taken over from him. SG has reached out to him to connect and go over clearing the DR balances.","","","Renewal","47","","10/19/21 - Jeff Yellin participated in Webinar ""Automating and Optimizing Finance Operations at Scale"" with Steve Keifer","","Michael is going to confirm if DR is good or not.","","001f40000185YdUAAU","","","C-00027","","","Tier 3","","14985801.85","5014198.15","Green","226","20000000.00","","Live - Support"
"C-00028","Funraise","","business","","","Active","https://www.funraise.org","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00034","CT-00034","","","","","Yes","No","No","No","No","No","","2021-06-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-09-05 21:27:55 UTC","2025-07-30 16:13:49 UTC","0","","","","0","No","0","","","","","","2019-12-01","QBO","","","","","2019-10-01","","","","","","","Customer Financial Constraint","Renewal","42","","","","","","001f400001AaQBuAAN","","","C-00028","","","","","0.00","0.00","Green","","0.00","","Churned"
"C-00029","First Stop Health, LLC","1/15/21: Turned off Auto-Pay (customer setup Bill.com auto payments)","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_Hs0KV54SmyIYox","CT-00037","CT-00037","","","","","Yes","No","No","No","No","No","","2025-06-01","7700.00","7700.00","92400.00","92400.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-09-19 13:55:28 UTC","2025-07-30 16:13:49 UTC","0","","None","","0","No","0","","","","","","","QBO (not integrated)","2024-01-24","4 Red","","Tracy Henriques","2019-10-01","","Satisfied","","","Debbie emailed 5/8/25 that they will not be renewing and are looking for other GL solutions","","","Renewal","45","","","","Opportunity: They want to potentially integrate with QBO and Salesforce","","001f400000gzhKuAAI","US","","C-00029","","","Tier 3","","9991263.78","10008736.22","Green","113","20000000.00","","Churning"
"C-00030","Add3 LLC","","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00040","CT-00040","","","","","Yes","No","No","No","No","No","","2019-10-17","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-10-14 01:01:48 UTC","2025-07-30 16:13:50 UTC","0","","","","0","No","0","","","","","","2020-01-01","QBO","","","","","2019-11-15","","","","","","","Customer Not A Good Fit","Renewal","44","","","","","","001f4000010GiiNAAS","","","C-00030","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00031","OpenFin/ Here","","business","","","Active","http://openfin.co","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_G5SdfqLX1kKry1","CT-00041","CT-00041","","","","","Yes","No","No","No","No","No","","2024-12-02","3300.00","3300.00","39600.00","39600.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-10-18 01:33:13 UTC","2025-07-30 16:13:50 UTC","0","","None","","0","No","0","","","","","","","QBO","2024-01-22","1 Green","","Tracy Henriques","2020-01-01","","Satisfied","","","Cristina has left and the new team is trying to get upto speed on Ordway processes as they did not do an internal KT","","","Renewal","43","","11/9/21 - Customer renewed 3-Year term. Rob invited new Controller (Cristina Aviles). 10/19/21 - Jeff Woglom participated in Webinar ""Automating and Optimizing Finance Operations at Scale"" with Steve Keifer 11/1/21 - Sameer notified CS that Jeff Woglom leaving for new startup, asked him for soft intro call to Christina (successor) and complete renewal before he leaves in 2 weeks.","","New team member reaching out for adhoc support. Training them on process, reporting","","001f400001AcYXgAAN","US","","C-00031","","","Custom","","21472789.78","3527210.22","Green","116","25000000.00","","Live - Support"
"C-00032","Ocrolus","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SPyzj8wmJs218H","CT-00043","CT-00043","","","","","Yes","No","No","No","No","No","","2025-06-01","7050.00","7050.00","84600.00","84600.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-12-02 20:24:55 UTC","2025-07-30 16:13:51 UTC","0","","None","","0","No","0","","","","","","","QBO","","1 Green","","","2020-01-01","","Satisfied","","","","","","Renewal","50","","","","","","001f4000011ItbCAAS","","","C-00032","","","Tier 4","","-678980.21","32678980.21","Green","229","32000000.00","","Live - Support"
"C-00033","Machfu","","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_Gs9a8I78wH8Cyb","CT-00047","CT-00047","","","","","Yes","No","No","No","No","No","","2019-12-13","0.00","0.00","0.00","0.00","Yes","Yes","failed","2025-07-30 15:54:33 UTC","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2019-12-13 21:40:11 UTC","2025-07-30 16:13:51 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","2020-04-01","","","","","","","","Renewal","52","","","","","","001f4000013Cg87AAC","","","C-00033","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00034","Crexi","-","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_GoUpxvhWoaAEgf","CT-00294","CT-00294","","","","","Yes","No","No","No","No","No","","2025-05-02","12868.75","12868.75","154425.00","154425.00","Yes","Yes","success","","","","eren@ordwaylabs.com","sg@ordwaylabs.com","2020-02-27 13:58:51 UTC","2025-07-30 16:13:51 UTC","0","","None","","0","No","0","","","","","","","NetSuite","2024-07-08","2 Yellow","","Max Rosenberg","2020-03-16","","Satisfied","","","They have added data migration team from chargebee on Ordway instance, possible move but when SG spoke to them they did not confirm anything","","","Renewal","53","","Have had a number of workflows required and we've invested in our Customer Success to get them in a good spot","","CS Working with their team on mid contract free periods","","001f400000UEPkZAAX","US","","C-00034","","","Tier 4","","696934.05","29303065.95","Green","127","30000000.00","","Potential Churn"
